Title,ASIN,URL
金田一耕助ベスト・セレクション　４　獄門島 (あすかコミックスDX)  ,B01AN2U6BC,https://www.amazon.co.jp/%E9%87%91%E7%94%B0%E4%B8%80%E8%80%95%E5%8A%A9%E3%83%99%E3%82%B9%E3%83%88%E3%83%BB%E3%82%BB%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3-%EF%BC%94-%E7%8D%84%E9%96%80%E5%B3%B6-%E3%81%82%E3%81%99%E3%81%8B%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9DX-%EF%BC%AA%EF%BC%A5%EF%BC%B4-ebook/dp/B01AN2U6BC/ref=sr_1_45?keywords=prison&qid=1661835986&s=books&sr=1-45
蜜獄マリッジ (ムーグコミックス T-Fシリーズ)  ,4862973744,https://www.amazon.co.jp/%E8%9C%9C%E7%8D%84%E3%83%9E%E3%83%AA%E3%83%83%E3%82%B8-%E3%83%A0%E3%83%BC%E3%82%B0%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-T-F%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA-%E3%82%86%E3%81%88%E3%81%93/dp/4862973744/ref=sr_1_46?keywords=prison&qid=1661835986&s=books&sr=1-46
監獄学園（２４） (ヤングマガジンコミックス)  ,B06WVRZV3V,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%92%EF%BC%94%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B06WVRZV3V/ref=sr_1_47?keywords=prison&qid=1661835986&s=books&sr=1-47
怪盗ルパン伝アバンチュリエ【単話版】 3: 獄中のアルセーヌ・ルパン（１） (ルパン帝国再誕計画)  ,B089F7J7D2,https://www.amazon.co.jp/%E6%80%AA%E7%9B%97%E3%83%AB%E3%83%91%E3%83%B3%E4%BC%9D%E3%82%A2%E3%83%90%E3%83%B3%E3%83%81%E3%83%A5%E3%83%AA%E3%82%A8%E3%80%90%E5%8D%98%E8%A9%B1%E7%89%88%E3%80%91-3-%E7%8D%84%E4%B8%AD%E3%81%AE%E3%82%A2%E3%83%AB%E3%82%BB%E3%83%BC%E3%83%8C%E3%83%BB%E3%83%AB%E3%83%91%E3%83%B3%EF%BC%88%EF%BC%91%EF%BC%89-%E3%83%AB%E3%83%91%E3%83%B3%E5%B8%9D%E5%9B%BD%E5%86%8D%E8%AA%95%E8%A8%88%E7%94%BB%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E6%A3%AE%E7%94%B0-ebook/dp/B089F7J7D2/ref=sr_1_48?keywords=prison&qid=1661835986&s=books&sr=1-48
監獄学園（２３） (ヤングマガジンコミックス)  ,B01MQ415Y7,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%92%EF%BC%93%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B01MQ415Y7/ref=sr_1_49?keywords=prison&qid=1661835988&s=books&sr=1-49
裁判長!ここは懲役4年でどうすか 13 (BUNCH COMICS)  ,4107715965,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7-%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-13-BUNCH-COMICS/dp/4107715965/ref=sr_1_50?keywords=prison&qid=1661835988&s=books&sr=1-50
監獄学園（７） (ヤングマガジンコミックス)  ,B00CE0U3ME,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%97%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B00CE0U3ME/ref=sr_1_51?keywords=prison&qid=1661835988&s=books&sr=1-51
監獄学園（６） (ヤングマガジンコミックス)  ,B00BOOCZB8,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%96%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B00BOOCZB8/ref=sr_1_52?keywords=prison&qid=1661835988&s=books&sr=1-52
監獄学園（４） (ヤングマガジンコミックス)  ,B00BOOCZ7W,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%94%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B00BOOCZ7W/ref=sr_1_53?keywords=prison&qid=1661835988&s=books&sr=1-53
監獄学園（５） (ヤングマガジンコミックス)  ,B00BOOCZDG,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%95%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B00BOOCZDG/ref=sr_1_54?keywords=prison&qid=1661835988&s=books&sr=1-54
裁判長!ここは懲役4年でどうすか 12 (BUNCH COMICS)  ,4107715833,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7-%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-12-BUNCH-COMICS/dp/4107715833/ref=sr_1_55?keywords=prison&qid=1661835988&s=books&sr=1-55
天獄3巻 フィギュア付コミックス特装版 ([特装版コミック])  ,4089080584,https://www.amazon.co.jp/%E5%A4%A9%E7%8D%843%E5%B7%BB-%E3%83%95%E3%82%A3%E3%82%AE%E3%83%A5%E3%82%A2%E4%BB%98%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9%E7%89%B9%E8%A3%85%E7%89%88-%E7%89%B9%E8%A3%85%E7%89%88%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF-%E3%81%86%E3%81%9F%E3%81%9F%E3%81%AD-%E3%81%B2%E3%82%8D%E3%82%86%E3%81%8D/dp/4089080584/ref=sr_1_56?keywords=prison&qid=1661835988&s=books&sr=1-56
裁判長!ここは懲役4年でどうすか 10 (BUNCH COMICS)  ,4107715469,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7-%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-10-BUNCH-COMICS/dp/4107715469/ref=sr_1_57?keywords=prison&qid=1661835988&s=books&sr=1-57
監獄学園（２） (ヤングマガジンコミックス)  ,B00BB1ZTDK,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%92%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B00BB1ZTDK/ref=sr_1_58?keywords=prison&qid=1661835988&s=books&sr=1-58
監獄学園（３） (ヤングマガジンコミックス)  ,B00BB1ZTF8,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%93%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B00BB1ZTF8/ref=sr_1_59?keywords=prison&qid=1661835988&s=books&sr=1-59
監獄学園（８） (ヤングマガジンコミックス)  ,B00DORXCRY,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%98%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B00DORXCRY/ref=sr_1_60?keywords=prison&qid=1661835988&s=books&sr=1-60
監獄学園（１） (ヤングマガジンコミックス)  ,B00BB1ZTBM,https://www.amazon.co.jp/%E7%9B%A3%E7%8D%84%E5%AD%A6%E5%9C%92%EF%BC%88%EF%BC%91%EF%BC%89-%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B9%B3%E6%9C%AC%E3%82%A2%E3%82%AD%E3%83%A9-ebook/dp/B00BB1ZTBM/ref=sr_1_61?keywords=prison&qid=1661835988&s=books&sr=1-61
世界征服 ～4コマのズヴィズダー～ (4コマKINGSぱれっとコミックス)  ,B00OLYFSPS,https://www.amazon.co.jp/%E4%B8%96%E7%95%8C%E5%BE%81%E6%9C%8D-%EF%BD%9E4%E3%82%B3%E3%83%9E%E3%81%AE%E3%82%BA%E3%83%B4%E3%82%A3%E3%82%BA%E3%83%80%E3%83%BC%EF%BD%9E-4%E3%82%B3%E3%83%9EKINGS%E3%81%B1%E3%82%8C%E3%81%A3%E3%81%A8%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E3%83%9B%E3%83%AA-ebook/dp/B00OLYFSPS/ref=sr_1_62?keywords=prison&qid=1661835988&s=books&sr=1-62
サイコろまんちか　分冊版（９）　「スタンフォード監獄実験」「アンダーマイニング効果」 (月刊少年ライバルコミックス)  ,B01N6Q74E9,https://www.amazon.co.jp/%E3%82%B5%E3%82%A4%E3%82%B3%E3%82%8D%E3%81%BE%E3%82%93%E3%81%A1%E3%81%8B-%E5%88%86%E5%86%8A%E7%89%88%EF%BC%88%EF%BC%99%EF%BC%89-%E3%80%8C%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%89%E7%9B%A3%E7%8D%84%E5%AE%9F%E9%A8%93%E3%80%8D%E3%80%8C%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%83%9E%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E5%8A%B9%E6%9E%9C%E3%80%8D-%E6%9C%88%E5%88%8A%E5%B0%91%E5%B9%B4%E3%83%A9%E3%82%A4%E3%83%90%E3%83%AB%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E5%B0%8F%E5%87%BA%E3%82%82%E3%81%A8%E8%B2%B4-ebook/dp/B01N6Q74E9/ref=sr_1_63?keywords=prison&qid=1661835988&s=books&sr=1-63
裁判長!ここは懲役4年でどうすか 11 (BUNCH COMICS)  ,4107715663,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7-%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-11-BUNCH-COMICS/dp/4107715663/ref=sr_1_64?keywords=prison&qid=1661835988&s=books&sr=1-64
お・り・が・み 獄の弓 (角川スニーカー文庫)  ,4044266077,https://www.amazon.co.jp/%E3%81%8A%E3%83%BB%E3%82%8A%E3%83%BB%E3%81%8C%E3%83%BB%E3%81%BF-%E7%8D%84%E3%81%AE%E5%BC%93-%E8%A7%92%E5%B7%9D%E3%82%B9%E3%83%8B%E3%83%BC%E3%82%AB%E3%83%BC%E6%96%87%E5%BA%AB-%E6%9E%97-%E3%83%88%E3%83%A2%E3%82%A2%E3%82%AD/dp/4044266077/ref=sr_1_65?keywords=prison&qid=1661835989&s=books&sr=1-65
金田一少年の事件簿 獄門塾殺人事件(下) (講談社コミックス)  ,4063637565,https://www.amazon.co.jp/%E9%87%91%E7%94%B0%E4%B8%80%E5%B0%91%E5%B9%B4%E3%81%AE%E4%BA%8B%E4%BB%B6%E7%B0%BF-%E7%8D%84%E9%96%80%E5%A1%BE%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6-%E8%AC%9B%E8%AB%87%E7%A4%BE%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E3%81%95%E3%81%A8%E3%81%86-%E3%81%B5%E3%81%BF%E3%82%84/dp/4063637565/ref=sr_1_66?keywords=prison&qid=1661835989&s=books&sr=1-66
ハイスクール・オーラバスター　炎獄のディアーナ（後編） (集英社コバルト文庫)  ,B079P1KY2V,https://www.amazon.co.jp/%E3%83%8F%E3%82%A4%E3%82%B9%E3%82%AF%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%AA%E3%83%BC%E3%83%A9%E3%83%90%E3%82%B9%E3%82%BF%E3%83%BC-%E7%82%8E%E7%8D%84%E3%81%AE%E3%83%87%E3%82%A3%E3%82%A2%E3%83%BC%E3%83%8A%EF%BC%88%E5%BE%8C%E7%B7%A8%EF%BC%89-%E9%9B%86%E8%8B%B1%E7%A4%BE%E3%82%B3%E3%83%90%E3%83%AB%E3%83%88%E6%96%87%E5%BA%AB-%E8%8B%A5%E6%9C%A8%E6%9C%AA%E7%94%9F-ebook/dp/B079P1KY2V/ref=sr_1_67?keywords=prison&qid=1661835989&s=books&sr=1-67
裁判長！ここは懲役4年でどうすか　9  ,B01N5V4MYI,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7%EF%BC%81%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-9-%E5%8C%97%E5%B0%BE%E3%83%88%E3%83%AD-ebook/dp/B01N5V4MYI/ref=sr_1_68?keywords=prison&qid=1661835989&s=books&sr=1-68
古代ローマ格闘暗獄譚 SIN 2 (ビッグコミックス)  ,4091831648,https://www.amazon.co.jp/%E5%8F%A4%E4%BB%A3%E3%83%AD%E3%83%BC%E3%83%9E%E6%A0%BC%E9%97%98%E6%9A%97%E7%8D%84%E8%AD%9A-SIN-2-%E3%83%93%E3%83%83%E3%82%B0%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E7%BE%A9%E5%87%A1/dp/4091831648/ref=sr_1_69?keywords=prison&qid=1661835989&s=books&sr=1-69
ブライト・プリズン　学園の美しき生け贄 (講談社X文庫)  ,B00DFTXVDG,https://www.amazon.co.jp/%E3%83%96%E3%83%A9%E3%82%A4%E3%83%88%E3%83%BB%E3%83%97%E3%83%AA%E3%82%BA%E3%83%B3-%E5%AD%A6%E5%9C%92%E3%81%AE%E7%BE%8E%E3%81%97%E3%81%8D%E7%94%9F%E3%81%91%E8%B4%84-%E8%AC%9B%E8%AB%87%E7%A4%BE%EF%BC%B8%E6%96%87%E5%BA%AB%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%8F%E3%83%BC%E3%83%88%EF%BC%88%EF%BC%A2%EF%BC%AC%EF%BC%89-%E7%8A%AC%E9%A3%BC%E3%81%AE%E3%81%AE-ebook/dp/B00DFTXVDG/ref=sr_1_70?keywords=prison&qid=1661835989&s=books&sr=1-70
金田一少年の事件簿 獄門塾殺人事件(上) (講談社コミックス)  ,4063637557,https://www.amazon.co.jp/%E9%87%91%E7%94%B0%E4%B8%80%E5%B0%91%E5%B9%B4%E3%81%AE%E4%BA%8B%E4%BB%B6%E7%B0%BF-%E7%8D%84%E9%96%80%E5%A1%BE%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6-%E8%AC%9B%E8%AB%87%E7%A4%BE%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E3%81%95%E3%81%A8%E3%81%86-%E3%81%B5%E3%81%BF%E3%82%84/dp/4063637557/ref=sr_1_71?keywords=prison&qid=1661835989&s=books&sr=1-71
裁判長！ここは懲役4年でどうすか　3  ,B01MRBUXGG,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7%EF%BC%81%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-3-%E5%8C%97%E5%B0%BE%E3%83%88%E3%83%AD-ebook/dp/B01MRBUXGG/ref=sr_1_72?keywords=prison&qid=1661835989&s=books&sr=1-72
裁判長！ここは懲役4年でどうすか　1  ,B01N27VAW2,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7%EF%BC%81%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-1-%E5%8C%97%E5%B0%BE%E3%83%88%E3%83%AD-ebook/dp/B01N27VAW2/ref=sr_1_73?keywords=prison&qid=1661835989&s=books&sr=1-73
ハンマーセッション!R 暁の刑務所特急の巻 (KCノベルス)  ,4063733289,https://www.amazon.co.jp/%E3%83%8F%E3%83%B3%E3%83%9E%E3%83%BC%E3%82%BB%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3-%E6%9A%81%E3%81%AE%E5%88%91%E5%8B%99%E6%89%80%E7%89%B9%E6%80%A5%E3%81%AE%E5%B7%BB-KC%E3%83%8E%E3%83%99%E3%83%AB%E3%82%B9-%E8%B2%B4%E7%9F%A2-%E9%AB%98%E5%BA%B7/dp/4063733289/ref=sr_1_74?keywords=prison&qid=1661835989&s=books&sr=1-74
いじめ－静かな監獄－ (ちゃおコミックス)  ,B00D3CG4Z2,https://www.amazon.co.jp/%E3%81%84%E3%81%98%E3%82%81%EF%BC%8D%E9%9D%99%E3%81%8B%E3%81%AA%E7%9B%A3%E7%8D%84%EF%BC%8D-%E3%81%A1%E3%82%83%E3%81%8A%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E4%BA%94%E5%8D%81%E5%B5%90%E3%81%8B%E3%81%8A%E3%82%8B-ebook/dp/B00D3CG4Z2/ref=sr_1_75?keywords=prison&qid=1661835989&s=books&sr=1-75
山獄の獅子王―タザリア王国物語〈5〉 (電撃文庫)  ,4048674307,https://www.amazon.co.jp/%E5%B1%B1%E7%8D%84%E3%81%AE%E7%8D%85%E5%AD%90%E7%8E%8B%E2%80%95%E3%82%BF%E3%82%B6%E3%83%AA%E3%82%A2%E7%8E%8B%E5%9B%BD%E7%89%A9%E8%AA%9E%E3%80%885%E3%80%89-%E9%9B%BB%E6%92%83%E6%96%87%E5%BA%AB-%E3%82%B9%E3%82%BA%E3%82%AD-%E3%83%92%E3%82%B5%E3%82%B7/dp/4048674307/ref=sr_1_76?keywords=prison&qid=1661835989&s=books&sr=1-76
D&Dリプレイ2若獅子の戦賦-監獄島編 (HJ文庫G)  ,4894256614,https://www.amazon.co.jp/D-D%E3%83%AA%E3%83%97%E3%83%AC%E3%82%A42%E8%8B%A5%E7%8D%85%E5%AD%90%E3%81%AE%E6%88%A6%E8%B3%A6-%E7%9B%A3%E7%8D%84%E5%B3%B6%E7%B7%A8-HJ%E6%96%87%E5%BA%ABG-%E6%9F%B3%E7%94%B0-%E7%9C%9F%E5%9D%82%E6%A8%B9/dp/4894256614/ref=sr_1_77?keywords=prison&qid=1661835989&s=books&sr=1-77
NARUTO―ナルト― 鬼燈の城 ブラッド・プリズン (ジャンプジェイブックスDIGITAL)  ,B0794XSC8Q,https://www.amazon.co.jp/NARUTO%E2%80%95%E3%83%8A%E3%83%AB%E3%83%88%E2%80%95-%E9%AC%BC%E7%87%88%E3%81%AE%E5%9F%8E-%E3%83%96%E3%83%A9%E3%83%83%E3%83%89%E3%83%BB%E3%83%97%E3%83%AA%E3%82%BA%E3%83%B3-%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%97%E3%82%B8%E3%82%A7%E3%82%A4%E3%83%96%E3%83%83%E3%82%AF%E3%82%B9DIGITAL-%E5%B2%B8%E6%9C%AC%E6%96%89%E5%8F%B2-ebook/dp/B0794XSC8Q/ref=sr_1_78?keywords=prison&qid=1661835989&s=books&sr=1-78
裁判長！ここは懲役4年でどうすか　7  ,B01N6WIQOR,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7%EF%BC%81%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-7-%E5%8C%97%E5%B0%BE%E3%83%88%E3%83%AD-ebook/dp/B01N6WIQOR/ref=sr_1_79?keywords=prison&qid=1661835989&s=books&sr=1-79
裁判長！ここは懲役4年でどうすか　5  ,B01N16SM3T,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7%EF%BC%81%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-5-%E5%8C%97%E5%B0%BE%E3%83%88%E3%83%AD-ebook/dp/B01N16SM3T/ref=sr_1_80?keywords=prison&qid=1661835989&s=books&sr=1-80
裁判長！ここは懲役4年でどうすか　4  ,B01MYE18LL,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7%EF%BC%81%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-4-%E5%8C%97%E5%B0%BE%E3%83%88%E3%83%AD-ebook/dp/B01MYE18LL/ref=sr_1_81?keywords=prison&qid=1661835990&s=books&sr=1-81
裁判長！ここは懲役4年でどうすか　8  ,B01N4TSYD9,https://www.amazon.co.jp/%E8%A3%81%E5%88%A4%E9%95%B7%EF%BC%81%E3%81%93%E3%81%93%E3%81%AF%E6%87%B2%E5%BD%B94%E5%B9%B4%E3%81%A7%E3%81%A9%E3%81%86%E3%81%99%E3%81%8B-8-%E5%8C%97%E5%B0%BE%E3%83%88%E3%83%AD-ebook/dp/B01N4TSYD9/ref=sr_1_82?keywords=prison&qid=1661835990&s=books&sr=1-82
天獄-HEAVEN'S PRISON- コミック 1-10巻セット (ヤングジャンプコミックス)  ,B00USQ6KMS,https://www.amazon.co.jp/%E5%A4%A9%E7%8D%84-HEAVENS-PRISON-%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF-1-10%E5%B7%BB%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A4%E3%83%B3%E3%82%B0%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%97%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9/dp/B00USQ6KMS/ref=sr_1_83?keywords=prison&qid=1661835990&s=books&sr=1-83
古代ローマ格闘暗獄譚 SIN (6) (ビッグコミックス)  ,4091841910,https://www.amazon.co.jp/%E5%8F%A4%E4%BB%A3%E3%83%AD%E3%83%BC%E3%83%9E%E6%A0%BC%E9%97%98%E6%9A%97%E7%8D%84%E8%AD%9ASIN-6-%E3%83%93%E3%83%83%E3%82%B0%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E7%BE%A9%E5%87%A1/dp/4091841910/ref=sr_1_84?keywords=prison&qid=1661835990&s=books&sr=1-84
古代ローマ格闘暗獄譚 SIN (5) (ビッグコミックス)  ,4091841252,https://www.amazon.co.jp/%E5%8F%A4%E4%BB%A3%E3%83%AD%E3%83%BC%E3%83%9E%E6%A0%BC%E9%97%98%E6%9A%97%E7%8D%84%E8%AD%9ASIN-5-%E3%83%93%E3%83%83%E3%82%B0%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E7%BE%A9%E5%87%A1/dp/4091841252/ref=sr_1_85?keywords=prison&qid=1661835990&s=books&sr=1-85
並盛通信 獄ツナ特集号 (リボ-ンアンソロジ-)  ,4862840957,https://www.amazon.co.jp/%E4%B8%A6%E7%9B%9B%E9%80%9A%E4%BF%A1-%E7%8D%84%E3%83%84%E3%83%8A%E7%89%B9%E9%9B%86%E5%8F%B7-%E3%83%AA%E3%83%9C%E3%83%BC%E3%83%B3%E3%82%A2%E3%83%B3%E3%82%BD%E3%83%AD%E3%82%B8%E3%83%BC/dp/4862840957/ref=sr_1_86?keywords=prison&qid=1661835990&s=books&sr=1-86
古代ローマ格闘暗獄譚 SIN (4) (ビッグコミックス)  ,4091836992,https://www.amazon.co.jp/%E5%8F%A4%E4%BB%A3%E3%83%AD%E3%83%BC%E3%83%9E%E6%A0%BC%E9%97%98%E6%9A%97%E7%8D%84%E8%AD%9A-SIN-4-%E3%83%93%E3%83%83%E3%82%B0%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E7%BE%A9%E5%87%A1/dp/4091836992/ref=sr_1_87?keywords=prison&qid=1661835990&s=books&sr=1-87
古代ローマ格闘暗獄譚 SIN (3) (ビッグコミックス)  ,4091834892,https://www.amazon.co.jp/%E5%8F%A4%E4%BB%A3%E3%83%AD%E3%83%BC%E3%83%9E%E6%A0%BC%E9%97%98%E6%9A%97%E7%8D%84%E8%AD%9A-SIN-3-%E3%83%93%E3%83%83%E3%82%B0%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E7%BE%A9%E5%87%A1/dp/4091834892/ref=sr_1_88?keywords=prison&qid=1661835990&s=books&sr=1-88
古代ローマ格闘暗獄譚 SIN 1 (ビッグ コミックス) (ビッグコミックス)  ,409183003X,https://www.amazon.co.jp/%E5%8F%A4%E4%BB%A3%E3%83%AD%E3%83%BC%E3%83%9E%E6%A0%BC%E9%97%98%E6%9A%97%E7%8D%84%E8%AD%9A-SIN-%E3%83%93%E3%83%83%E3%82%B0-%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-%E3%83%93%E3%83%83%E3%82%B0%E3%82%B3%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9/dp/409183003X/ref=sr_1_89?keywords=prison&qid=1661835990&s=books&sr=1-89
